file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\builder\src\main\java\me\zbl\builder\Person.java,Person,class,6,9,3,6,9,1,0,2,0,0.5,0.0,0.0,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,4,0,0,67,5,0,3,0,0,7,0,5,3,5,1,0,1,0,18,17,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\Application.java,me.zbl.mediator.Application,class,9,10,1,9,1,1,0,3,0,1.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,18,0,0,0,0,0,0,0,6,0,6,0,0,0,0,21,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\Oldman.java,me.zbl.mediator.Oldman,class,1,2,1,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\GunFactory.java,GunFactory,class,8,9,1,8,7,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,38,1,0,1,0,0,0,0,6,0,2,2,0,0,0,13,1,0
C:\FinalProject1\java_design_patterns-master\adapter\src\main\java\me\zbl\adapter\Car.java,me.zbl.adapter.Car,interface,0,3,3,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\FinalProject1\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\TeamFactoryImpl.java,TeamFactoryImpl,class,5,7,2,5,7,1,0,2,0,0.5,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,37,6,0,0,3,0,0,0,3,0,3,1,0,0,0,17,1,0
C:\FinalProject1\java_design_patterns-master\strategy\src\main\java\me\zbl\strategy\TransportationTrain.java,TransportationTrain,class,4,6,2,4,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,1
C:\FinalProject1\java_design_patterns-master\decorator\src\main\java\me\zbl\decorator\Operation.java,me.zbl.decorator.Operation,interface,0,5,5,0,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\observer\src\main\java\me\zbl\observer\TimeObserver.java,me.zbl.observer.TimeObserver,interface,1,4,3,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\FinalProject1\java_design_patterns-master\state\src\main\java\me\zbl\state\IdleState.java,IdleState,class,5,7,2,5,3,1,0,2,0,0.16666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,0,0,13,0,0,0,0,0,2,0,2,0,2,0,0,0,0,13,1,2
C:\FinalProject1\java_design_patterns-master\facade\src\main\java\me\zbl\facade\Application.java,me.zbl.facade.Application,class,1,1,0,1,1,1,0,3,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\bridge\src\test\java\me\zbl\bridge\WarTest.java,WarTest,class,1,3,2,1,1,1,2,10,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\Cook.java,Cook,interface,1,5,4,1,1,1,2,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\FinalProject1\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\AbstractPartyMember.java,AbstractPartyMember,class,6,11,5,6,5,1,4,4,0,0.375,0.0,0.0,4,0,4,0,0,0,4,1,0,0,2,1,0,2,0,0,1,0,0,18,0,0,1,0,0,3,0,2,0,2,1,0,0,0,17,1025,3
C:\FinalProject1\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\EngineerVisitor.java,EngineerVisitor,class,4,6,2,4,3,1,0,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\OldSailor.java,OldSailor,class,2,3,1,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\singleton\src\test\java\me\zbl\singleton\ThreadSafeDoubleCheckLockingTest.java,me.zbl.singleton.ThreadSafeDoubleCheckLockingTest,class,2,2,0,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\composite\src\main\java\me\zbl\composite\EnglishWord.java,me.zbl.composite.EnglishWord,class,2,4,2,2,3,2,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\singleton\src\main\java\me\zbl\singleton\ThreadSafeDoubleCheckLocking.java,ThreadSafeDoubleCheckLocking,class,2,4,2,2,5,1,0,0,0,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,0,3,0,0,1,0,4,0,2,3,0,0,0,19,17,0
C:\FinalProject1\java_design_patterns-master\bridge\src\main\java\me\zbl\bridge\AncientWar.java,me.zbl.bridge.AncientWar,class,4,7,3,4,5,1,0,5,0,0.2,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,1,0,2,0,0,2,0,0,22,1,0,0,0,0,3,0,2,0,2,0,0,0,0,14,1,3
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\adapter\src\test\java\me\zbl\adapter\TestAdapter.java,TestAdapter,class,8,8,0,8,2,1,0,5,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,2,0,1,0,2,2,0,0,18,0,0,0,0,0,2,0,7,0,7,0,0,0,0,26,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\factory-method\src\test\java\me\zbl\factory\method\FactoryMethodTest.java,FactoryMethodTest,class,10,11,1,10,5,1,0,8,10,1.0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,27,0,0,0,0,0,3,0,9,2,9,0,0,0,0,24,1,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\Application.java,me.zbl.abstractFactory.Application,class,9,11,2,9,8,1,0,13,22,0.78125,0.10714286,0.10714286,8,1,8,0,0,0,8,0,0,0,4,1,0,4,0,0,1,0,0,42,3,0,0,0,0,8,0,5,6,5,0,0,0,0,23,1,8
C:\FinalProject1\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\WesternCook.java,me.zbl.factory.method.WesternCook,class,4,6,2,4,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\Passenger.java,Passenger,class,3,10,7,3,1,1,2,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1025,0
C:\FinalProject1\java_design_patterns-master\builder\src\test\java\me\zbl\builder\TestPerson.java,me.zbl.builder.TestPerson,class,3,3,0,3,2,1,0,12,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,2,3,0,3,0,0,0,0,17,1,0
C:\FinalProject1\java_design_patterns-master\adapter\src\main\java\me\zbl\adapter\BusAdapter.java,me.zbl.adapter.BusAdapter,class,2,4,2,2,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0
C:\FinalProject1\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Gunny.java,me.zbl.chain.Gunny,class,2,3,1,2,4,2,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,1,0,0,0,0,1,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\WeaponShop.java,me.zbl.flyweight.WeaponShop,class,4,6,2,4,9,1,0,9,0,0.52380955,0.33333334,0.5,7,0,4,3,0,0,4,0,2,0,3,1,0,3,0,0,1,0,2,47,2,2,0,0,0,2,0,4,0,4,1,0,0,0,35,1,2
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\PositiveLearningMethod.java,me.zbl.template.method.PositiveLearningMethod,class,3,5,2,3,4,2,0,3,1,0.33333334,0.33333334,0.33333334,3,0,0,0,3,0,3,0,0,0,1,1,0,1,0,0,1,0,0,14,1,0,0,0,0,4,0,1,0,1,1,0,0,0,13,1,2
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\proxy\src\main\java\me\zbl\proxy\DiningRoomProxy.java,me.zbl.proxy.DiningRoomProxy,class,4,6,2,4,3,1,0,3,0,0.33333334,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,1,0,3,0,0,1,0,0,18,0,0,0,0,0,2,1,2,0,3,1,0,0,0,14,1,2
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\decorator\src\test\java\me\zbl\decorator\HammerSmithOperationsTest.java,HammerSmithOperationsTest,class,4,4,0,4,1,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,2,0,2,0,0,0,0,12,1,0
C:\FinalProject1\java_design_patterns-master\command\src\main\java\me\zbl\command\Enlarge.java,me.zbl.command.Enlarge,class,4,6,2,4,5,2,0,3,4,0.5,0.3,0.3,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,20,1,0,0,0,0,1,0,2,0,2,0,0,0,0,12,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\abstract-factory\src\test\java\me\zbl\abstractFactory\AbstractFactoryTest.java,AbstractFactoryTest,class,12,12,0,12,3,1,0,8,1,0.44444445,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,7,0,7,0,0,0,0,23,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\builder\src\main\java\me\zbl\builder\Nationality.java,Nationality,enum,2,4,2,2,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,5,0,1,0,1,0,0,0,0,16,1,0
C:\FinalProject1\java_design_patterns-master\prototype\src\test\java\me\zbl\prototype\PrototypeTest.java,PrototypeTest,class,14,14,0,14,3,1,0,8,0,0.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,18,1,0,0,0,0,6,0,3,0,3,0,0,0,0,23,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\decorator\src\main\java\me\zbl\decorator\HammerSmithOperation.java,HammerSmithOperation,class,4,7,3,4,4,1,0,5,0,0.125,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,1,0,2,0,0,1,0,0,19,0,0,0,0,0,3,0,2,0,2,0,0,0,0,15,1,3
C:\FinalProject1\java_design_patterns-master\interpreter\src\main\java\me\zbl\interpreter\MinusExpression.java,me.zbl.interpreter.MinusExpression,class,1,2,1,1,3,2,0,1,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,1,0,2,1,2,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\interpreter\src\main\java\me\zbl\interpreter\Expression.java,Expression,class,2,8,6,2,2,1,5,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\observer\src\main\java\me\zbl\observer\Application.java,me.zbl.observer.Application,class,3,3,0,3,1,1,0,2,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\command\src\main\java\me\zbl\command\Application.java,me.zbl.command.Application,class,6,6,0,6,1,1,0,4,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,5,0,5,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Commander.java,me.zbl.chain.Commander,class,6,8,2,6,3,1,0,2,1,0.33333334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\iterator\src\main\java\BookShelfIterator.java,BookShelfIterator,class,6,9,2,7,9,1,0,6,0,0.33333334,0.0,0.0,4,0,3,1,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,36,4,1,2,0,0,0,4,8,0,6,2,0,0,0,19,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\builder\src\test\java\me\zbl\builder\TestPerson.java,TestPerson,class,6,6,0,6,2,1,0,12,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,2,3,0,3,0,0,0,0,17,1,0
C:\FinalProject1\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\Food.java,me.zbl.factory.method.Food,interface,1,8,7,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\iterator\src\main\java\ItemIterator.java,ItemIterator,interface,1,3,2,1,2,1,1,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\FinalProject1\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\EstatePassanger.java,EstatePassanger,class,4,7,3,4,2,1,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0
C:\FinalProject1\java_design_patterns-master\decorator\src\test\java\me\zbl\decorator\CarpenterOperationsTest.java,me.zbl.decorator.CarpenterOperationsTest,class,7,7,0,7,3,2,0,7,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,35,0,0,0,0,0,3,1,2,0,2,0,0,1,0,17,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\strategy\src\main\java\me\zbl\strategy\TransportationStrategy.java,me.zbl.strategy.TransportationStrategy,interface,0,4,4,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\YoungSailor.java,me.zbl.abstractFactory.YoungSailor,class,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\builder\src\main\java\me\zbl\builder\Person.java,Builder,innerclass,7,8,1,7,6,1,0,0,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,28,5,0,1,0,0,1,0,4,0,4,1,0,0,0,15,9,0
C:\FinalProject1\java_design_patterns-master\interpreter\src\main\java\me\zbl\interpreter\NumberExpression.java,me.zbl.interpreter.NumberExpression,class,1,2,1,1,4,2,0,1,0,0.25,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,15,2,0,0,0,0,1,0,2,0,1,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Manager.java,me.zbl.visitor.Manager,class,2,7,5,2,3,2,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\ChineseFood.java,ChineseFood,class,4,6,2,4,3,1,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,1,0,1,1,1,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Unit.java,Unit,class,1,5,4,1,3,1,3,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,1,1,0,0,0,7,1025,0
C:\FinalProject1\java_design_patterns-master\command\src\main\java\me\zbl\command\Rubify.java,me.zbl.command.Rubify,class,4,6,2,4,5,2,0,3,4,0.5,0.3,0.3,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,20,1,0,0,0,0,1,0,2,0,2,0,0,0,0,12,1,0
C:\FinalProject1\java_design_patterns-master\singleton\src\main\java\me\zbl\singleton\EnumDirector.java,EnumDirector,enum,2,3,1,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,17,1,0
C:\FinalProject1\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Boss.java,Boss,class,3,4,1,3,3,1,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\EngineerVisitor.java,me.zbl.visitor.EngineerVisitor,class,6,8,2,6,3,1,0,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\Member.java,Member,interface,1,4,3,1,1,1,3,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\FinalProject1\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\Submachine.java,me.zbl.flyweight.Submachine,class,3,5,2,3,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\TeamFactory.java,me.zbl.prototype.TeamFactory,interface,3,5,2,3,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\NegativeLearinngMethod.java,NegativeLearinngMethod,class,5,7,2,5,4,1,0,3,1,0.33333334,0.0,0.0,3,0,0,0,3,0,3,0,0,0,1,1,0,1,0,0,1,0,0,14,1,0,0,0,0,4,0,1,0,1,1,0,0,0,14,1,2
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\composite\src\main\java\me\zbl\composite\Character.java,Character,class,2,3,1,2,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\singleton\src\test\java\me\zbl\singleton\ThreadSafeLazyLoadDirectorTest.java,me.zbl.singleton.ThreadSafeLazyLoadDirectorTest,class,2,2,0,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\adapter\src\main\java\me\zbl\adapter\Car.java,Car,interface,0,3,3,0,1,1,2,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\OldCaptain.java,me.zbl.abstractFactory.OldCaptain,class,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\WesternFood.java,WesternFood,class,4,6,2,4,3,1,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,1,0,1,1,1,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\strategy\src\main\java\me\zbl\strategy\TransportationVehicle.java,me.zbl.strategy.TransportationVehicle,class,3,5,2,3,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Gunner.java,Gunner,class,3,4,1,3,4,1,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,1,0,0,0,0,1,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\state\src\main\java\me\zbl\state\Application.java,me.zbl.state.Application,class,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\facade\src\test\java\me\zbl\facade\CourseFacadeTest.java,me.zbl.facade.CourseFacadeTest$InMemoryAppender,innerclass,3,3,0,3,4,2,0,9,0,0.25,0.5,0.5,4,0,3,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,16,2,0,0,0,1,1,0,1,0,2,0,0,0,1,17,2,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Request.java,RequestType,enum,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\composite\src\main\java\me\zbl\composite\ChineseSentence.java,ChineseSentence,class,3,4,1,3,3,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,1,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\test\java\me\zbl\abstractFactory\AbstractFactoryTest.java,me.zbl.abstractFactory.AbstractFactoryTest,class,12,12,0,12,3,1,0,8,1,0.44444445,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1,26,0,0,0,0,0,0,0,7,0,7,0,0,0,0,23,1,0
C:\FinalProject1\java_design_patterns-master\bridge\src\test\java\me\zbl\bridge\AncientWarTest.java,me.zbl.bridge.AncientWarTest,class,4,4,0,4,1,2,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\PartyMember.java,me.zbl.mediator.PartyMember,interface,2,5,3,2,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\BossVisitor.java,me.zbl.visitor.BossVisitor,class,6,8,2,6,3,1,0,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15,1,1
